,codigo,professor,disciplina,anoperiodo,qnt_discentes,qnt_aprovados,qnt_reprovacao,qnt_trancamentos,media_turma,media_faltas,qnt_reposicao,taxa_aprovacao,taxa_reprovacao,evasao,qnt_aprovados_primeira
713,57609739,5753710.0,40122,2017.2,3,2.0,1.0,0.0,4.366666666666666,4.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0
714,57609741,23956.0,20029,2017.2,19,12.0,6.0,1.0,4.678947368421052,20.36842105263158,2.0,0.631578947368421,0.3157894736842105,0.05263157894736842,0
715,57609742,5753848.0,40123,2017.2,2,1.0,1.0,0.0,4.0,8.0,0.0,0.5,0.5,0.0,0
716,57609743,5757772.0,52118,2017.2,1,1.0,0.0,0.0,9.2,2.0,0.0,1.0,0.0,0.0,0
717,57609746,5759444.0,40124,2017.2,24,22.0,1.0,1.0,8.129166666666665,0.0,1.0,0.9166666666666666,0.04166666666666666,0.04166666666666666,0
718,57609749,5753848.0,40125,2017.2,3,2.0,1.0,0.0,4.566666666666666,9.333333333333334,0.0,0.6666666666666666,0.3333333333333333,0.0,0
719,57609752,5753987.0,46676,2017.2,12,6.0,6.0,0.0,4.425,13.166666666666664,0.0,0.5,0.5,0.0,0
720,57609753,23658.0,61135,2017.2,13,10.0,3.0,0.0,5.984615384615385,0.0,0.0,0.7692307692307693,0.2307692307692308,0.0,0
721,57609758,5753657.0,60752,2017.2,20,3.0,17.0,0.0,3.4300000000000006,16.35,0.0,0.15,0.85,0.0,0
722,57609760,5755344.0,60753,2017.2,27,24.0,3.0,0.0,5.966666666666668,13.185185185185185,1.0,0.8888888888888888,0.1111111111111111,0.0,0
723,57609762,5753658.0,60755,2017.2,24,16.0,7.0,1.0,4.374999999999999,1.1666666666666667,0.0,0.6666666666666666,0.2916666666666667,0.04166666666666666,0
724,57609763,5754609.0,60756,2017.2,15,13.0,2.0,0.0,5.04,18.266666666666666,0.0,0.8666666666666667,0.13333333333333333,0.0,0
725,57609764,20835.0,60756,2017.2,4,3.0,1.0,0.0,5.300000000000002,0.0,0.0,0.75,0.25,0.0,0
726,57609765,20835.0,60757,2017.2,15,12.0,3.0,0.0,5.053333333333334,0.0,1.0,0.8,0.2,0.0,0
727,57609766,5753604.0,60757,2017.2,6,1.0,5.0,0.0,2.566666666666667,12.0,0.0,0.16666666666666666,0.8333333333333334,0.0,0
728,57609767,5753871.0,60758,2017.2,20,19.0,1.0,0.0,6.275,16.55,0.0,0.95,0.05,0.0,0
729,57609768,5753096.0,63066,2017.2,9,2.0,7.0,0.0,3.455555555555556,13.555555555555555,1.0,0.2222222222222222,0.7777777777777778,0.0,0
730,57609769,5753657.0,60760,2017.2,11,3.0,8.0,0.0,2.0090909090909093,25.272727272727273,0.0,0.2727272727272727,0.7272727272727273,0.0,0
731,57609772,5757700.0,40117,2017.2,3,3.0,0.0,0.0,7.866666666666667,10.0,0.0,1.0,0.0,0.0,0
732,57609780,5752286.0,46636,2017.2,14,10.0,3.0,1.0,5.542857142857144,4.071428571428571,0.0,0.7142857142857143,0.21428571428571427,0.07142857142857142,0
733,57609780,5759422.0,46636,2017.2,14,10.0,3.0,1.0,5.542857142857144,4.071428571428571,0.0,0.7142857142857143,0.21428571428571427,0.07142857142857142,0
734,57609782,22939.0,46638,2017.2,13,12.0,1.0,0.0,6.676923076923076,0.0,1.0,0.9230769230769232,0.07692307692307693,0.0,0
735,57609784,5752286.0,46636,2017.2,10,8.0,1.0,1.0,5.15,6.4,1.0,0.8,0.1,0.1,0
736,57609784,5759500.0,46636,2017.2,10,8.0,1.0,1.0,5.15,6.4,1.0,0.8,0.1,0.1,0
737,57609785,5752286.0,46636,2017.2,13,10.0,3.0,0.0,5.9692307692307685,6.615384615384616,1.0,0.7692307692307693,0.2307692307692308,0.0,0
738,57609785,5757700.0,46636,2017.2,13,10.0,3.0,0.0,5.9692307692307685,6.615384615384616,1.0,0.7692307692307693,0.2307692307692308,0.0,0
739,57609789,5759181.0,46682,2017.2,15,13.0,1.0,1.0,6.826666666666667,18.53333333333333,0.0,0.8666666666666667,0.06666666666666668,0.06666666666666668,0
740,57609790,5759181.0,46682,2017.2,8,8.0,0.0,0.0,7.512499999999998,11.0,0.0,1.0,0.0,0.0,0
741,57609793,5754609.0,62961,2017.2,3,3.0,0.0,0.0,7.333333333333332,6.666666666666668,1.0,1.0,0.0,0.0,0
742,57609794,5754609.0,62961,2017.2,4,4.0,0.0,0.0,8.9,5.0,0.0,1.0,0.0,0.0,0
743,57609804,17733.0,62992,2017.2,1,1.0,0.0,0.0,7.3,14.0,0.0,1.0,0.0,0.0,0
744,57609808,5755344.0,63040,2017.2,10,10.0,0.0,0.0,6.81,6.8,0.0,1.0,0.0,0.0,0
745,57609809,17277.0,63042,2017.2,4,4.0,0.0,0.0,8.25,7.5,0.0,1.0,0.0,0.0,0
746,57609813,5753658.0,63051,2017.2,1,1.0,0.0,0.0,8.3,6.0,0.0,1.0,0.0,0.0,0
747,57609814,23685.0,63058,2017.2,1,1.0,0.0,0.0,9.2,2.0,0.0,1.0,0.0,0.0,0
748,57609974,5759138.0,2040366,2017.2,1,1.0,0.0,0.0,8.2,8.0,0.0,1.0,0.0,0.0,0
749,57609981,5755344.0,62989,2017.2,9,9.0,0.0,0.0,7.400000000000001,4.0,0.0,1.0,0.0,0.0,0
750,57610019,5756115.0,65105,2017.2,2,2.0,0.0,0.0,9.55,4.0,0.0,1.0,0.0,0.0,0
751,57610023,5752272.0,22948,2017.2,1,1.0,0.0,0.0,7.6,6.0,0.0,1.0,0.0,0.0,0
752,57610073,24855.0,26797,2017.2,2,2.0,0.0,0.0,8.600000000000001,10.0,0.0,1.0,0.0,0.0,0
753,57610073,5758434.0,26797,2017.2,2,2.0,0.0,0.0,8.600000000000001,10.0,0.0,1.0,0.0,0.0,0
754,57610109,5752182.0,48470,2017.2,5,4.0,0.0,1.0,6.6400000000000015,4.0,0.0,0.8,0.0,0.2,0
755,57610156,5752961.0,47076,2017.2,12,11.0,1.0,0.0,6.05,13.666666666666664,1.0,0.9166666666666666,0.08333333333333333,0.0,0
756,57610159,5759498.0,60728,2017.2,18,15.0,2.0,1.0,6.444444444444442,14.555555555555555,0.0,0.8333333333333334,0.1111111111111111,0.05555555555555555,0
757,57610161,5759498.0,63260,2017.2,13,13.0,0.0,0.0,8.153846153846152,6.769230769230768,0.0,1.0,0.0,0.0,0
758,57610162,5759483.0,57592,2017.2,62,19.0,31.0,12.0,3.1161290322580646,24.741935483870968,1.0,0.3064516129032258,0.5,0.1935483870967742,0
759,57610166,5759361.0,47074,2017.2,33,25.0,6.0,2.0,6.327272727272727,0.0,0.0,0.7575757575757576,0.18181818181818185,0.060606060606060615,0
760,57610177,17421.0,40119,2017.2,2,0.0,2.0,0.0,1.7000000000000002,14.0,0.0,0.0,1.0,0.0,0
761,57610180,18741.0,26605,2017.2,1,1.0,0.0,0.0,6.9,0.0,0.0,1.0,0.0,0.0,0
762,57610185,5752961.0,62826,2017.2,15,11.0,3.0,1.0,5.0600000000000005,11.666666666666664,0.0,0.7333333333333333,0.2,0.06666666666666668,0
763,57610189,5759444.0,25265,2017.2,2,2.0,0.0,0.0,9.45,0.0,0.0,1.0,0.0,0.0,0
764,57610357,2262069.0,46394,2017.2,1,1.0,0.0,0.0,7.1,0.0,0.0,1.0,0.0,0.0,0
765,57610693,5757398.0,46256,2017.2,2,2.0,0.0,0.0,9.15,0.0,0.0,1.0,0.0,0.0,0
766,57610760,26240.0,41671,2017.2,2,1.0,1.0,0.0,3.65,37.0,0.0,0.5,0.5,0.0,0
767,57610762,5758613.0,41672,2017.2,1,1.0,0.0,0.0,8.3,0.0,0.0,1.0,0.0,0.0,0
768,57611384,5753311.0,24940,2017.2,1,1.0,0.0,0.0,6.2,0.0,0.0,1.0,0.0,0.0,0
769,57611444,5753710.0,40122,2017.2,18,7.0,11.0,0.0,2.9111111111111114,7.666666666666668,0.0,0.3888888888888889,0.6111111111111112,0.0,0
770,57611457,5752286.0,46636,2017.2,14,8.0,5.0,1.0,4.8,5.5,0.0,0.5714285714285714,0.35714285714285715,0.07142857142857142,0
771,57611457,5759500.0,46636,2017.2,14,8.0,5.0,1.0,4.8,5.5,0.0,0.5714285714285714,0.35714285714285715,0.07142857142857142,0
772,57611468,18674.0,46647,2017.2,19,7.0,11.0,1.0,3.0052631578947366,24.0,0.0,0.3684210526315789,0.5789473684210527,0.05263157894736842,0
